Address                                                               ,latitude,longitude,fips_codes
126 E Bayard St. Seneca Falls NY 13148                                ,42.911175650000004,-76.78195740589294,"['36123', '36075', '36067', '36097', '36099', '36069', '36117', '36011', '36109']"
450 452 NY-31 Bridgeport NY 13030                                     ,43.1544035,-75.9729599,"['36053', '36065', '36075', '36067', '36049', '36023']"
5218 Patrick Rd Verona NY 13478                                       ,43.1146225,-75.5884599,"['36043', '36053', '36065', '36077', '36075', '36017', '36067', '36049']"
800 W Genesee St Chittenango NY 13037                                 ,43.0448887,-75.8815371,"['36053', '36065', '36075', '36017', '36067', '36023']"
873 NY-37 Hogansburg NY 13655                                         ,44.971914141414146,-74.66153087373738,"['36033', '36089']"
5374 W Shore Rd Cuba NY 14727                                         ,42.260028,-78.299714,"['36029', '36009', '42083', '42105', '36121', '36051', '36003']"
1 Fulton St Buffalo NY 14204                                          ,42.873675750000004,-78.87024162898967,"['36013', '36029', '36009', '36121', '36037', '36063']"
768 Broad St Salamanca NY 14779                                       ,42.1598363,-78.7449136,"['36013', '36029', '36009', '42083', '42123']"
11099 Erie Rd Irving NY 14081                                         ,,,
310 4th St Niagara Falls NY 14303                                     ,43.0855629040914,-79.05785014646857,"['36029', '36063']"
777 Seneca Allegany Blvd Salamanca NY 14779                           ,42.15189204345936,-78.74387559241333,"['36013', '36029', '36009', '42083', '42123']"
2051 S Gordon Cooper Dr Shawnee OK 74801                              ,,,
15700 OK-9 Norman OK 73026                                            ,35.19028301494859,-97.25659487041474,"['40027', '40125', '40081', '40123', '40109', '40049', '40051', '40087']"
115 Evans Ave Apache OK 73006                                         ,34.89324112244898,-98.36682529591837,"['40075', '40033', '40031', '40149', '40137', '40015', '40051']"
107 N Georgetown Rd Fort Gibson OK 74434                              ,35.773963097256235,-95.26935527528788,"['40145', '40135', '40101', '40131', '40021', '40061', '40091', '40097']"
109 Cherokee Blvd Roland OK 74954                                     ,35.406106,-94.526517,"['40079', '40135', '40001', '40021', '40061', '05033', '05143', '05131']"
1621 W Ruth Ave Sallisaw OK 74955                                     ,35.4495825,-94.80742255,"['40079', '40135', '40101', '40001', '40021', '40061', '05033', '40077', '05131']"
1506 US-169 South Coffeyville OK 74072                                ,36.9879785,-95.6215486,"['40113', '40131', '40035', '20125', '40105', '20205', '20133', '40147', '20099', '20019']"
24979 US-59 Grove OK 74344                                            ,36.6023413,-94.7902701,"['05007', '40041', '40035', '29119', '20021', '40115', '29145', '40097']"
31501 US-75 Ramona OK 74061                                           ,36.5337524,-95.9290826,"['40145', '40143', '40113', '40131', '40105', '40147']"
3307 Seven Clans Ave Tahlequah OK 74464                               ,,,
2416 US-412 West Siloam Springs OK 74338                              ,36.17652402040816,-94.56610842857143,"['05007', '40041', '40001', '40021', '29119', '05033', '05143']"
777 W Cherokee St Catoosa OK 74015                                    ,36.16536205,-95.76543831451113,"['40145', '40143', '40113', '40101', '40131', '40037', '40105', '40111', '40147', '40097']"
20403 OK-33 Hammon OK 73650                                           ,35.638809,-99.370888,"['40045', '40039', '40043', '40009', '40129', '40149']"
7805 US-81 El Reno OK 73036                                           ,35.4823694,-97.9388398,"['40073', '40027', '40017', '40109', '40083', '40015', '40051', '40011', '40087']"
10347 N 2274 Rd Clinton OK 73601                                      ,,,
7777 US-81 El Reno OK 73036                                           ,35.4823694,-97.9388398,"['40073', '40027', '40017', '40109', '40083', '40015', '40051', '40011', '40087']"
301 NW Lake Road Canton OK 73724                                      ,,,
1407 S Clarence Nash Blvd Suite B Watonga OK 73772                    ,,,
1500 N Country Club Rd Ada OK 74820                                   ,34.7882083,-96.6524477,"['40125', '40133', '40069', '40099', '40123', '40063', '40029', '40049', '40087']"
14565 County Rd 3544 Ada OK 74820                                     ,,,
288 Mulberry Ln Wilson OK 73463                                       ,,,
7807 US-81 Duncan OK 73533                                            ,34.5848365,-97.9688904498115,"['40067', '40033', '40019', '40031', '40137', '40049', '40015', '40051', '40087']"
11840 State Park Rd Kingston OK 73439                                 ,,,
235 N.W. 24th St. Newcastle Oklahoma 7306                             ,,,
11801 E2160 Rd Terral OK 73569                                        ,,,
4350 S Hwy 377 Kingston OK 73439                                      ,,,
2001 W Airline Rd Pauls Valley OK 73075                               ,,,
33967 N. County Road Davis Ok 73030                                   ,,,
1600 US-81 Pocasset OK 73079                                          ,35.1755852,-97.96516459235093,"['40027', '40017', '40031', '40109', '40015', '40051', '40087']"
1200 W Main St Tishomingo OK 73460                                    ,34.240221000000005,-96.6901339796438,"['40013', '40095', '40005', '40019', '40069', '48097', '40099', '40123', '40085', '40029', '48181']"
1001 W 1st St Sulphur OK 73086                                        ,34.50746665,-96.96809605449317,"['40095', '40125', '40133', '40019', '40069', '40099', '40123', '40049', '40087']"
777 Casino Ave Thackerville OK 73459                                  ,33.75730355,-97.13169250267897,"['40095', '48337', '48497', '40019', '48097', '48121', '40085', '48181']"
22983 Brown Springs Rd Thackerville OK 73459                          ,,,
22953 Brown Springs Rd Thackerville OK 73459                          ,,,
12252 Ruppe Road Davis OK 73030                                       ,,,
30639 OK-145 Paoli OK 73074                                           ,34.8262862,-97.2854108,"['40027', '40125', '40019', '40099', '40123', '40137', '40049', '40051', '40087']"
1795 US-70 Kingston OK 73439                                          ,34.00005085290109,-96.68924882490077,"['40013', '40095', '40005', '40019', '40069', '48097', '40099', '40085', '48181', '48147']"
902 S 1st St Madill OK 73446                                          ,34.0791554,-96.76468558194395,"['40013', '40095', '40005', '40019', '40069', '48097', '40099', '40123', '40085', '40029', '48181']"
2457 Highway 62 N Service Rd Newcastle OK 73065                       ,35.277318550000004,-97.59871019738344,"['40027', '40017', '40109', '40049', '40051', '40087']"
1544 OK-9 Norman OK 73072                                             ,35.235359035522094,-97.16394165247497,"['40027', '40125', '40133', '40081', '40123', '40109', '40049', '40087']"
1038 W Sycamore Rd Norman OK 73072                                    ,,,
1410 Sam Noble Pkwy Ardmore OK 73401                                  ,34.1847577,-97.10863387385447,"['40095', '40019', '40069', '48097', '40099', '40123', '40085', '40049', '48181']"
505 US-59 Heavener OK 74937                                           ,34.88829968055331,-94.6038069141869,"['40079', '40135', '40089', '40127', '05113', '40061', '05127', '40077', '05131']"
1908 W Jackson St Hugo OK 74743                                       ,34.0206351,-95.53383679469752,"['40013', '40089', '40023', '48277', '40005', '40127', '48387', '48147']"
3380 Choctaw Rd Pocola OK 74902                                       ,35.2907847,-94.4407282,"['40079', '40135', '40001', '40061', '05083', '05047', '05127', '05033', '05131']"
2449 E SE Washington St Idabel OK 74745                               ,,,
1319 W Main St Antlers OK 74523                                       ,34.2337595,-95.6393931,"['40013', '40023', '48277', '40005', '40121', '40127']"
1502 US-271 Grant OK 74738                                            ,33.948722,-95.52361,"['40013', '40089', '40023', '48277', '40005', '40127', '48387', '48147']"
1801 E Main St Stigler OK 74462                                       ,35.2515219,-95.1160526,"['40079', '40135', '40101', '40021', '40121', '40061', '40091', '40077']"
1638 S George Nigh Expy McAlester OK 74501                            ,34.886880250000004,-95.78530561324129,"['40005', '40121', '40127', '40061', '40091', '40063', '40029', '40077']"
1302 S Mississippi Ave Atoka OK 74525                                 ,34.37457312244898,-96.13483804081633,"['40013', '40023', '40005', '40069', '40121', '40127', '40123', '40063', '40029']"
4105 N Broadway St Poteau OK 74953                                    ,35.0920347,-94.6314045,"['40079', '40135', '05113', '40061', '05127', '05033', '40077', '05131']"
897 US-69 Stringtown OK 74569                                         ,34.4739894,-96.0520331,"['40013', '40023', '40005', '40069', '40121', '40127', '40123', '40063', '40029']"
902 W Main St Wilburton OK 74578                                      ,34.912968,-95.321725,"['40079', '40101', '40121', '40127', '40061', '40091', '40077']"
1800 S Park Dr Broken Bow OK 74728                                    ,34.0260562,-94.7395856,"['05133', '40089', '48037', '40023', '40127', '05113', '05081', '48387']"
1425 E Washington St Idabel OK 74745                                  ,33.9176411,-94.8430357,"['05133', '40089', '48037', '40023', '40127', '05081', '48387']"
3400 Choctaw Rd Pocola OK 74902                                       ,35.29052455,-94.43649550035695,"['40079', '40135', '40001', '40061', '05083', '05047', '05127', '05033', '05131']"
893 US-69 Stringtown OK 74569                                         ,34.4739894,-96.0520331,"['40013', '40023', '40005', '40069', '40121', '40127', '40123', '40063', '40029']"
1640 S George Nigh Expy McAlester OK 74501                            ,34.8966488,-95.7629144,"['40005', '40121', '40127', '40061', '40091', '40063', '40029', '40077']"
4015 Choctaw Rd Durant OK 74701                                       ,33.95371675,-96.41532731402195,"['40013', '40095', '40005', '40069', '48181', '48147']"
4305 Choctaw Rd Calera OK 74730                                       ,33.954186,-96.431452,"['40013', '40095', '40005', '40069', '48181', '48147']"
4216 US-69 Durant OK 74701                                            ,33.9503842,-96.4139449,"['40013', '40095', '40005', '40069', '48181', '48147']"
765 Grand Casino Blvd Shawnee OK 74804                                ,,,
1901 S Gordon Cooper Dr Shawnee OK 74801                              ,,,
41207 Hardesty Rd Shawnee OK 74801                                    ,35.3042494,-96.8952825,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40087']"
777 Grand Casino Blvd Shawnee OK 74804                                ,,,
250652 E 2000 Rd Devol OK 73531                                       ,,,
16193 OK-115 Cache OK 73527                                           ,34.695179,-98.6295148,"['40065', '40075', '40141', '40033', '40031', '40149', '40015']"
250510 East 2000 Road Devol OK 73531                                  ,,,
402 SE Interstate Dr Lawton OK 73501                                  ,34.603725999999995,-98.37536997610208,"['40067', '40075', '40141', '40033', '40031', '40137', '40015', '40051']"
196747 OK-36 Devol OK 73531                                           ,,,
9047 U.S. Highway 62 Elgin OK 73538                                   ,,,
263171 OK-53 Walters OK 73572                                         ,,,
220 E Cummins St Hinton OK 73047                                      ,35.521903,-98.355438,"['40073', '40017', '40039', '40043', '40149', '40015', '40051', '40011']"
31064 US-281 Anadarko OK 73005                                        ,35.0577982,-98.2519947,"['40075', '40017', '40031', '40149', '40137', '40015', '40051']"
69701 E 100 Rd Wyandotte OK 74370                                     ,,,
70220 US-60 Wyandotte OK 74370                                        ,36.804715,-94.7206655,"['05007', '40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']"
15175 OK-9 Anadarko OK 73005                                          ,35.0577982,-98.2519947,"['40075', '40017', '40031', '40149', '40137', '40015', '40051']"
2315 E Gore Blvd Lawton OK 73501                                      ,34.606842799999995,-98.3607046114505,"['40067', '40075', '40141', '40033', '40031', '40137', '40015', '40051']"
821 W Freeman Ave Perkins OK 74059                                    ,35.97808275267908,-97.04186415144746,"['40117', '40103', '40037', '40081', '40119', '40109', '40083']"
750841 US-177 Tryon OK 74875                                          ,,,
338445 U.S. Rt. 66 Chandler OK 74834                                  ,,,
9601 US-177 Braman OK 74632                                           ,36.9126295,-97.3236005,"['40113', '40103', '40053', '40047', '40071', '20191', '20035']"
9525 US-177 Braman OK 74632                                           ,36.9126295,-97.3236005,"['40113', '40103', '40053', '40047', '40071', '20191', '20035']"
38900 W MacArthur St Shawnee OK 74804                                 ,35.3617498,-96.9542996,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40083', '40087']"
25230 US-62 Harrah OK 73045                                           ,35.4931157,-97.1905598,"['40027', '40125', '40133', '40081', '40109', '40083', '40087']"
514 OK-9 Carnegie OK 73015                                            ,35.10169884848485,-98.59589709090909,"['40075', '40017', '40039', '40031', '40149', '40015']"
33165 County Street 2740 Verden OK 73092                              ,,,
198131 OK-36 Devol OK 73531                                           ,34.1757532,-98.5727689,"['40067', '40141', '48485', '40033', '40031', '48009', '48487', '48077']"
202 S Eight Tribe Trail Miami OK 74354                                ,,,
530 H St SE Miami OK 74354                                            ,36.86728441423413,-94.86910028059721,"['40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']"
830 N Broadway St Checotah OK 74426                                   ,35.478176100142825,-95.52168337541153,"['40145', '40135', '40101', '40021', '40121', '40061', '40111', '40091']"
3950 N 32nd St Muskogee OK 74401                                      ,35.79780282924925,-95.40173355779903,"['40145', '40135', '40143', '40101', '40131', '40021', '40111', '40091', '40097']"
2800 N Wood Dr Okmulgee OK 74447                                      ,35.6474444,-95.9628305,"['40145', '40143', '40101', '40107', '40037', '40111', '40091', '40063']"
211 E Willow St Holdenville OK 74848                                  ,35.09142,-96.40418157142857,"['40125', '40133', '40107', '40121', '40081', '40111', '40123', '40091', '40063', '40029']"
3420 W Peak Blvd Muskogee OK 74401                                    ,35.711709501836964,-95.40450898465353,"['40145', '40135', '40143', '40101', '40131', '40021', '40121', '40061', '40111', '40091', '40097']"
S. 1100 S Woody Guthrie St Okemah OK 74859                            ,,,
1901 N Wood Dr Okmulgee OK 74447                                      ,35.653592,-95.9621404,"['40145', '40143', '40101', '40107', '40037', '40111', '40091', '40063']"
8330 Riverside Pkwy Tulsa OK 74137                                    ,36.0406503,-95.9639147,"['40145', '40143', '40113', '40117', '40101', '40131', '40037', '40111', '40147']"
121 W Lincoln Ave Bristow OK 74010                                    ,35.82670879122166,-96.39143302379325,"['40125', '40143', '40113', '40133', '40117', '40107', '40037', '40081', '40111', '40119']"
10085 Ferguson Rd Beggs OK 74421                                      ,35.8134858,-96.0708905,"['40145', '40143', '40113', '40117', '40101', '40131', '40107', '40037', '40111', '40091']"
806 Forest Ave Eufaula OK 74432                                       ,35.28274532323233,-95.59062454545455,"['40101', '40107', '40121', '40061', '40111', '40091', '40063', '40077']"
7500 US-177 Red Rock OK 74651                                         ,,,
511 Kaw St Perry OK 73077                                             ,36.2957958644387,-97.28397224747046,"['40073', '40113', '40117', '40103', '40053', '40047', '40081', '40071', '40119', '40083']"
8401 Highway 177 Red Rock OK 74651                                    ,,,
12901 US-77 Newkirk OK 74647                                          ,36.8863621,-97.0535824,"['40113', '40117', '40103', '40053', '40071', '20191', '20035']"
12875 US-77 Newkirk OK 74647                                          ,36.8863621,-97.0535824,"['40113', '40117', '40103', '40053', '40071', '20191', '20035']"
61475 E 100 Rd Miami OK 74354                                         ,,,
28314 East 6th Street Yale OK 74085                                   ,,,
54251 South 34900 Road Pawnee OK 74058                                ,,,
291 Agency Rd Pawnee OK 74058                                         ,36.33784085,-96.79400705,"['40113', '40117', '40103', '40037', '40081', '40071', '40119']"
1000 Buffalo Run Blvd Miami OK 74354                                  ,,,
8651 Quail Perry OK 73077                                             ,,,
58100 E 64 Rd Miami OK 74354                                          ,,,
69300 E Nee Rd Quapaw OK 74363                                        ,,,
42008 Westech Rd Shawnee OK 74804                                     ,35.390934,-96.91174410684154,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40083', '40087']"
356120 926 Rd Stroud OK 74079                                         ,,,
220 N Muskogee Ave Wewoka OK 74884                                    ,35.16012650406329,-96.49067162573023,"['40125', '40133', '40107', '40121', '40081', '40123', '40063', '40029']"
14313 Old Hwy 99 Konawa OK 74849                                      ,,,
11267 I-40 Seminole OK 74868                                          ,35.383495,-96.6717272,"['40125', '40133', '40107', '40037', '40081', '40063']"
24701 S 655 Rd Grove OK 74344                                         ,,,
2469 Mile 28 Road Guymon OK 73942                                     ,,,
64464 US-60 Ponca City OK 74604                                       ,36.6804465,-97.0598263,"['40113', '40117', '40103', '40053', '40047', '40071', '20191', '40119', '20035']"
301 Blackjack Dr Sand Springs OK 74063                                ,,,
5591 W C Rogers Blvd Skiatook OK 74070                                ,36.3647792,-96.0877057,"['40145', '40143', '40113', '40117', '40131', '40037', '40105', '40147']"
951 West 36th St N Tulsa OK 74127                                     ,36.2059227,-96.0006425,"['40145', '40143', '40113', '40117', '40101', '40131', '40037', '40111', '40147']"
2001 US-60 Bartlesville OK 74003                                      ,36.743221920160906,-95.9569776134285,"['40143', '40113', '40131', '20125', '40105', '40147', '20019']"
39 Deer Ave Hominy OK 74035                                           ,,,
1421 John Dahl Ave Pawhuska OK 74056                                  ,,,
109095 N3830 Rd Okemah OK 74859                                       ,,,
10750 Allen Dr Tonkawa OK 74653                                       ,,,
16601 W South Ave Tonkawa OK 74653                                    ,36.695398,-97.282832,"['40113', '40117', '40103', '40053', '40047', '40071', '20191', '20035']"
12375 US-77 Newkirk OK 74647                                          ,36.8863621,-97.0535824,"['40113', '40117', '40103', '40053', '40071', '20191', '20035']"
32107 Highway 281 North 1 mile North of on HWY #281 Anadarko OK 73005 ,,,
5304 N Broadway St Hinton OK 73047                                    ,,,
100 Jackpot Pl Wyandotte OK 74370                                     ,,,
64499 US-60 Wyandotte OK 74370                                        ,,,
5647 OR-126 Florence OR 97439                                         ,43.982513850000004,-124.08739448039057,"['41039', '41019', '41003', '41011', '41041']"
1777 NW 44th St Lincoln City OR 97367                                 ,44.99798475,-124.00943894816945,"['41057', '41041', '41053', '41071']"
27100 SW Salmon River Hwy Grand Ronde OR 9734                         ,,,
46510 Wildhorse Blvd Pendleton OR 97801                               ,45.646693150000004,-118.68023094276393,"['41061', '53071', '41059']"
215 NW Cherry Ln Madras OR 97741                                      ,44.66470500732926,-121.13365638345203,"['41017', '41065', '41031', '41013']"
3236 US-26 Warm Springs OR 97761                                      ,44.76450765,-121.2511527687013,"['41017', '41065', '41031', '41013']"
3201 Tremont Ave North Bend OR 97459                                  ,43.3945017,-124.2188157,"['41019', '41011']"
146 Chief Miwaleta Ln Canyonville OR 97417                            ,42.9391606,-123.2832869,"['41033', '41019', '41029']"
34333 US-97 Chiloquin OR 97624                                        ,42.5355525,-121.88274334384693,"['41035', '41029']"
202 SD-249 Fort Thompson SD 57339                                     ,44.0738486,-99.4282421,"['46123', '46085', '46015', '46059', '46065', '46017', '46069']"
607 S Veterans St Flandreau SD 57028                                  ,44.0438274756447,-96.60782701719198,"['46079', '46011', '46099', '27081', '27117', '27133', '46101']"
321 Sitting Bull St Lower Brule SD 57548                              ,44.07124293092008,-99.57975732567093,"['46123', '46085', '46117', '46015', '46059', '46065', '46017', '46069']"
Highway 18 Pine Ridge SD 57770                                        ,,,
110 Grandma B Dr Martin SD 57551                                      ,,,
112 Casino Dr Pine Ridge SD 57770                                     ,,,
Mission Golf Course Mission SD 57555                                  ,,,
30421 US-83 Valentine NE 69201                                        ,42.8779533,-100.561326,"['46123', '31103', '46121', '31031', '31017']"
46102 SD-10 Sisseton SD 57262                                         ,45.6600464,-97.0606007,"['27011', '46109', '27155', '46051', '46091', '46037', '38081', '38077']"
16415 Sioux Conifer Rd Watertown SD 57201                             ,,,
27903 US-12 Mobridge SD 57601                                         ,45.5372631,-100.397117,"['38085', '46041', '46107', '46129', '38029', '46031', '46021']"
7011 38538 SD-46 Lake Andes SD 57356                                  ,,,
540 State Park Rd 56 Livingston TX 77351                              ,,,
794 Lucky Eagle Dr Eagle Pass TX 78852                                ,28.61174185,-100.44059183103688,"['48323', '48507', '48127']"
580 Fort Rd Toppenish WA 98948                                        ,46.373313350000004,-120.34138929327253,"['53037', '53077', '53039']"
12888 188th Ave SW Rochester WA 98579                                 ,46.814002450000004,-123.15422615630382,"['53015', '53049', '53045', '53027', '53067', '53041', '53069']"
28968 US-97 Omak WA 98841                                             ,48.4658609,-119.4815484,"['53047', '53017']"
455 Wapato Lake Rd Manson WA 98831-9577                               ,,,
515 Birch St Coulee Dam WA 99116                                      ,47.96626465,-118.97784062353705,"['53025', '53043', '53047', '53019', '53017']"
1 Cowlitz Wy Ridgefield WA 98642                                      ,45.853385700000004,-122.70723723082823,"['41005', '41051', '53015', '53011', '41009', '41067']"
270756 US-101 Sequim WA 98382                                         ,48.0546427,-123.0482023,"['53009', '53031', '53055', '53029']"
420 Qlispe River Rd Cusick WA 99119                                   ,,,
100 N Hayford Rd Airway Heights WA 99001                              ,47.6589894,-117.56288661554832,"['53065', '53043', '53075', '53051', '53063']"
631 Stratton Rd Port Angeles WA 98363                                 ,48.13512245,-123.54627220958392,"['53009', '53031']"
4876 Haxton Way Ferndale WA 98248                                     ,48.81739875,-122.62530183490301,"['53073', '53057', '53055', '53029']"
Muckleshoot Casino Resort 2402 Auburn Way S Auburn WA 98002           ,,,
12819 Yelm Hwy SE Olympia WA 98513                                    ,47.0035651,-122.8778483,"['53053', '53045', '53027', '53067', '53035', '53041']"
9750 Northwood Rd Lynden WA 98264                                     ,48.9494028,-122.4078614,"['53073', '53057', '53055']"
7989 NE Salish Ln Kingston WA 98346                                   ,,,
2920 E R St Tacoma WA 98404                                           ,47.23787195,-122.40827430077451,"['53053', '53045', '53033', '53067', '53035']"
5700 Pacific Hwy E Fife WA 98424                                      ,47.2421071,-122.3527359,"['53053', '53033', '53067', '53035']"
78 WA-115 Ocean Shores WA 98569                                       ,47.017354,-124.161346,"['53049', '53027']"
4112 WA-105 Tokeland WA 98590                                         ,,,
19330 US-101 Skokomish WA 98584                                       ,47.3375509,-123.160326,"['53031', '53053', '53045', '53027', '53067', '53035']"
37500 SE North Bend Way Snoqualmie WA 98065                           ,,,
2555 Smith Rd Chewelah WA 99109                                       ,,,
14300 US-2 Airway Heights WA 99001                                    ,47.6428558,-117.5843624,"['53065', '53043', '53075', '53051', '53063']"
91 WA-108 Shelton WA 98584                                            ,,,
3438 Stoluckquamish Ln Arlington WA 98223                             ,48.2135319,-122.18485413395526,"['53061', '53073', '53057', '53029']"
15347 Suquamish Way NE Suquamish WA 98392                             ,47.714269916455095,-122.5709553664118,"['53009', '53031', '53053', '53061', '53045', '53033', '53029', '53035']"
12885 Casino Dr Anacortes WA 98221                                    ,,,
10200 Quil Ceda Blvd Tulalip WA 98271                                 ,,,
2911 Quil Ceda Blvd Tulalip WA 98271                                  ,,,
6221 31st Ave NE Tulalip WA 98271                                     ,,,
5984 Darrk Ln Bow WA 98232                                            ,48.55999,-122.34663,"['53061', '53073', '53057', '53055', '53029']"
73370 US-2 Ashland WI 54806                                           ,,,
1721 W Canal St Milwaukee WI 53233                                    ,43.0304678,-87.93522984361212,"['55127', '55059', '55089', '55101', '55133', '55131', '55079']"
618 WI-32 Wabeno WI 54566                                             ,45.3986668,-88.6278336,"['55037', '55075', '55085', '55067', '55083', '55041', '55078']"
N7198 US-45 Wittenberg WI 54499                                       ,44.8522064,-89.1661479,"['55069', '55067', '55073', '55135', '55097', '55115', '55078']"
27867 WI-21 Tomah WI 54660                                            ,44.0188358,-90.4970134,"['55111', '55057', '55123', '55141', '55019', '55053', '55063', '55081']"
949 County Rd G Nekoosa WI 54457                                      ,,,
W9010 WI-54 Black River Falls WI 54615                                ,44.2945917,-90.8446571,"['55121', '55019', '55053', '55063', '55035', '55081']"
S3214 County Hwy BD Baraboo WI 53913                                  ,43.486078,-89.77392,"['55111', '55001', '55057', '55077', '55025', '55021', '55049', '55103']"
4002 Evan Acres Rd Madison WI 53718                                   ,43.03957585,-89.2720197086822,"['55105', '55025', '55021', '55027', '55045', '55055']"
13767 W County Road B 13767 Co Rd B Hayward WI 54843                  ,,,
13394 W Trepania Rd Hayward WI 54843                                  ,45.9444132,-91.3595254121377,"['55113', '55007', '55005', '55031', '55129', '55107']"
510 Old Abe Rd Lac Du Flambeau WI 54538                               ,45.9741465,-89.89214,"['26053', '55003', '55051', '55069', '55085', '55125', '55099']"
N277 WI-47 Keshena WI 54135                                           ,44.8635711,-88.628571,"['55067', '55083', '55135', '55087', '55115', '55078', '55009']"
BIA Rte 1016 Keshena WI 54135                                         ,44.903368,-88.6022002,"['55075', '55067', '55083', '55135', '55087', '55115', '55078', '55009']"
5939 Old Wisconsin 29 Pulaski WI 54162                                ,,,
2020 Airport DriveGreen Bay WI                                        ,,,
3120 South Packerland DriveGreen Bay WI                               ,,,
2522 W. Mason StreetGreen Bay WI                                      ,,,
2100 Airport DriveGreen Bay WI                                        ,,,
37600 Onigamiing Dr Bayfield WI 54814                                 ,46.8549186,-90.7874946557014,"['55003', '55051', '55007']"
3086 WI-55 Crandon WI 54520                                           ,45.532755,-88.9488334,"['55037', '55085', '55067', '55083', '55125', '55041', '55078']"
777 US-8 Turtle Lake WI 54889                                         ,45.3955641,-92.1665078,"['55005', '55129', '55033', '55109', '55095', '55013']"
4348 WI-70 Webster WI 54893                                           ,,,
30222 WI-35 #77 Danbury WI 54830                                      ,,,
W12180 Co Rd A Bowler WI 54416                                        ,,,
180 Red Wolf Place Riverton WY 82501                                  ,,,
800 Blue Sky Hwy Ethete WY 82520                                      ,43.04304019367094,-108.77512749890715,['56013']
5690 US-287 Lander WY 82520                                           ,42.8322093,-108.726744,"['56013', '56035']"
